date,nys unemployment,isPartial
2016-06-19,17,False
2016-06-26,18,False
2016-07-03,20,False
2016-07-10,19,False
2016-07-17,17,False
2016-07-24,17,False
2016-07-31,20,False
2016-08-07,17,False
2016-08-14,17,False
2016-08-21,16,False
2016-08-28,16,False
2016-09-04,16,False
2016-09-11,15,False
2016-09-18,13,False
2016-09-25,13,False
2016-10-02,14,False
2016-10-09,15,False
2016-10-16,14,False
2016-10-23,14,False
2016-10-30,14,False
2016-11-06,16,False
2016-11-13,16,False
2016-11-20,16,False
2016-11-27,21,False
2016-12-04,18,False
2016-12-11,18,False
2016-12-18,18,False
2016-12-25,22,False
2017-01-01,27,False
2017-01-08,24,False
2017-01-15,25,False
2017-01-22,26,False
2017-01-29,24,False
2017-02-05,22,False
2017-02-12,22,False
2017-02-19,22,False
2017-02-26,20,False
2017-03-05,21,False
2017-03-12,19,False
2017-03-19,19,False
2017-03-26,19,False
2017-04-02,19,False
2017-04-09,18,False
2017-04-16,17,False
2017-04-23,16,False
2017-04-30,14,False
2017-05-07,14,False
2017-05-14,14,False
2017-05-21,14,False
2017-05-28,14,False
2017-06-04,13,False
2017-06-11,13,False
2017-06-18,13,False
2017-06-25,15,False
2017-07-02,18,False
2017-07-09,16,False
2017-07-16,15,False
2017-07-23,14,False
2017-07-30,16,False
2017-08-06,16,False
2017-08-13,14,False
2017-08-20,15,False
2017-08-27,14,False
2017-09-03,14,False
2017-09-10,11,False
2017-09-17,12,False
2017-09-24,11,False
2017-10-01,12,False
2017-10-08,13,False
2017-10-15,11,False
2017-10-22,11,False
2017-10-29,13,False
2017-11-05,12,False
2017-11-12,14,False
2017-11-19,13,False
2017-11-26,17,False
2017-12-03,16,False
2017-12-10,17,False
2017-12-17,18,False
2017-12-24,23,False
2017-12-31,27,False
2018-01-07,24,False
2018-01-14,24,False
2018-01-21,23,False
2018-01-28,22,False
2018-02-04,21,False
2018-02-11,18,False
2018-02-18,19,False
2018-02-25,20,False
2018-03-04,17,False
2018-03-11,16,False
2018-03-18,16,False
2018-03-25,17,False
2018-04-01,15,False
2018-04-08,17,False
2018-04-15,15,False
2018-04-22,13,False
2018-04-29,11,False
2018-05-06,12,False
2018-05-13,11,False
2018-05-20,11,False
2018-05-27,10,False
2018-06-03,12,False
2018-06-10,10,False
2018-06-17,11,False
2018-06-24,12,False
2018-07-01,14,False
2018-07-08,13,False
2018-07-15,13,False
2018-07-22,14,False
2018-07-29,12,False
2018-08-05,12,False
2018-08-12,11,False
2018-08-19,10,False
2018-08-26,11,False
2018-09-02,12,False
2018-09-09,10,False
2018-09-16,9,False
2018-09-23,9,False
2018-09-30,10,False
2018-10-07,10,False
2018-10-14,10,False
2018-10-21,10,False
2018-10-28,10,False
2018-11-04,9,False
2018-11-11,11,False
2018-11-18,10,False
2018-11-25,14,False
2018-12-02,13,False
2018-12-09,14,False
2018-12-16,17,False
2018-12-23,16,False
2018-12-30,23,False
