date,unemployment extension,isPartial
2014-01-05,46,False
2014-01-12,60,False
2014-01-19,32,False
2014-01-26,58,False
2014-02-02,63,False
2014-02-09,40,False
2014-02-16,31,False
2014-02-23,55,False
2014-03-02,54,False
2014-03-09,75,False
2014-03-16,53,False
2014-03-23,84,False
2014-03-30,89,False
2014-04-06,100,False
2014-04-13,52,False
2014-04-20,48,False
2014-04-27,84,False
2014-05-04,81,False
2014-05-11,71,False
2014-05-18,63,False
2014-05-25,42,False
2014-06-01,32,False
2014-06-08,32,False
2014-06-15,28,False
2014-06-22,26,False
2014-06-29,22,False
2014-07-06,23,False
2014-07-13,19,False
2014-07-20,16,False
2014-07-27,12,False
2014-08-03,8,False
2014-08-10,7,False
2014-08-17,6,False
2014-08-24,6,False
2014-08-31,6,False
2014-09-07,5,False
2014-09-14,5,False
2014-09-21,4,False
2014-09-28,4,False
2014-10-05,4,False
2014-10-12,3,False
2014-10-19,3,False
2014-10-26,2,False
2014-11-02,2,False
2014-11-09,2,False
2014-11-16,2,False
2014-11-23,1,False
2014-11-30,2,False
2014-12-07,2,False
2014-12-14,2,False
2014-12-21,1,False
2014-12-28,2,False
2015-01-04,2,False
2015-01-11,2,False
2015-01-18,1,False
2015-01-25,2,False
2015-02-01,1,False
2015-02-08,1,False
2015-02-15,1,False
2015-02-22,1,False
2015-03-01,1,False
2015-03-08,1,False
2015-03-15,1,False
2015-03-22,1,False
2015-03-29,1,False
2015-04-05,1,False
2015-04-12,1,False
2015-04-19,1,False
2015-04-26,1,False
2015-05-03,1,False
2015-05-10,1,False
2015-05-17,1,False
2015-05-24,1,False
2015-05-31,1,False
2015-06-07,1,False
2015-06-14,1,False
2015-06-21,1,False
2015-06-28,1,False
2015-07-05,1,False
2015-07-12,1,False
2015-07-19,1,False
2015-07-26,1,False
2015-08-02,1,False
2015-08-09,1,False
2015-08-16,1,False
2015-08-23,1,False
2015-08-30,1,False
2015-09-06,1,False
2015-09-13,1,False
2015-09-20,1,False
2015-09-27,1,False
2015-10-04,1,False
2015-10-11,1,False
2015-10-18,1,False
2015-10-25,1,False
2015-11-01,1,False
2015-11-08,1,False
2015-11-15,1,False
2015-11-22,1,False
2015-11-29,1,False
2015-12-06,1,False
2015-12-13,1,False
2015-12-20,1,False
2015-12-27,1,False
2016-01-03,1,False
2016-01-10,1,False
2016-01-17,1,False
2016-01-24,1,False
2016-01-31,1,False
2016-02-07,1,False
2016-02-14,1,False
2016-02-21,1,False
2016-02-28,1,False
2016-03-06,1,False
2016-03-13,1,False
2016-03-20,1,False
2016-03-27,1,False
2016-04-03,1,False
2016-04-10,1,False
2016-04-17,1,False
2016-04-24,1,False
2016-05-01,1,False
2016-05-08,1,False
2016-05-15,1,False
2016-05-22,1,False
2016-05-29,1,False
2016-06-05,1,False
2016-06-12,1,False
2016-06-19,1,False
2016-06-26,1,False
2016-07-03,1,False
2016-07-10,1,False
2016-07-17,1,False
2016-07-24,1,False
2016-07-31,1,False
2016-08-07,1,False
2016-08-14,1,False
2016-08-21,1,False
2016-08-28,1,False
2016-09-04,1,False
2016-09-11,1,False
2016-09-18,1,False
2016-09-25,1,False
2016-10-02,1,False
2016-10-09,1,False
2016-10-16,1,False
2016-10-23,1,False
2016-10-30,1,False
2016-11-06,1,False
2016-11-13,1,False
2016-11-20,1,False
2016-11-27,1,False
2016-12-04,1,False
2016-12-11,1,False
2016-12-18,1,False
2016-12-25,1,False
2017-01-01,1,False
2017-01-08,1,False
2017-01-15,1,False
2017-01-22,1,False
2017-01-29,1,False
2017-02-05,1,False
2017-02-12,1,False
2017-02-19,1,False
2017-02-26,1,False
2017-03-05,1,False
2017-03-12,1,False
2017-03-19,1,False
2017-03-26,1,False
2017-04-02,1,False
2017-04-09,1,False
2017-04-16,1,False
2017-04-23,1,False
2017-04-30,1,False
2017-05-07,0,False
2017-05-14,0,False
2017-05-21,1,False
2017-05-28,1,False
2017-06-04,1,False
2017-06-11,1,False
2017-06-18,1,False
2017-06-25,1,False
2017-07-02,1,False
2017-07-09,1,False
2017-07-16,0,False
2017-07-23,1,False
2017-07-30,1,False
2017-08-06,0,False
2017-08-13,1,False
2017-08-20,1,False
2017-08-27,1,False
2017-09-03,1,False
2017-09-10,1,False
2017-09-17,1,False
2017-09-24,1,False
2017-10-01,0,False
2017-10-08,1,False
2017-10-15,1,False
2017-10-22,1,False
2017-10-29,1,False
2017-11-05,1,False
2017-11-12,0,False
2017-11-19,0,False
2017-11-26,0,False
2017-12-03,1,False
2017-12-10,1,False
2017-12-17,1,False
2017-12-24,0,False
2017-12-31,1,False
2018-01-07,1,False
2018-01-14,1,False
2018-01-21,1,False
2018-01-28,1,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,1,False
2018-03-11,1,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,1,False
2018-04-15,1,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,1,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,1,False
2018-06-17,0,False
2018-06-24,1,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,1,False
2018-07-29,1,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,1,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,1,False
